-000.249	000.000	-000.042	-000.606	000.535	
-000.249	000.000	-000.084	-000.582	000.560	
-000.249	000.000	-000.124	-000.556	000.584	
-000.249	000.000	-000.162	-000.549	000.611	
-000.249	000.000	-000.196	-000.470	000.653	
-000.249	000.000	-000.225	-000.410	000.656	
-000.249	000.000	-000.252	-000.359	000.645	
-000.249	000.000	-000.274	-000.442	000.637	
-000.249	000.000	-000.294	-000.595	000.645	
-000.249	000.000	-000.312	-000.491	000.612	
-000.249	000.000	-000.326	-000.416	000.573	
-000.249	000.000	-000.338	-000.425	000.538	
-000.249	000.000	-000.350	-000.578	000.560	
-000.249	000.000	-000.362	-000.588	000.509	
-000.249	000.000	-000.374	-000.507	000.471	
-000.249	000.000	-000.387	-000.445	000.436	
-000.249	000.000	-000.400	-000.571	000.423	
-000.249	000.000	-000.411	-000.725	000.426	
-000.249	000.000	-000.422	-000.733	000.363	
-000.249	000.000	-000.435	-000.617	000.373	
-000.249	000.000	-000.449	-000.562	000.376	
-000.249	000.000	-000.465	-000.605	000.364	
-000.249	000.000	-000.478	-000.638	000.336	
-000.249	000.000	-000.488	-000.667	000.413	
-000.249	000.000	-000.497	-000.719	000.360	
-000.249	000.000	-000.503	-000.634	000.354	
-000.249	000.000	-000.508	-000.536	000.354	
-000.249	000.000	-000.515	-000.486	000.325	
-000.249	000.000	-000.521	-000.598	000.350	
-000.249	000.000	-000.528	-000.718	000.357	
-000.249	000.000	-000.534	-000.743	000.357	
-000.249	000.000	-000.539	-000.654	000.319	
-000.249	000.000	-000.543	-000.561	000.313	
-000.249	000.000	-000.547	-000.474	000.301	
-000.249	000.000	-000.551	-000.445	000.288	
-000.249	000.000	-000.554	-000.480	000.288	
-000.249	000.000	-000.558	-000.526	000.274	
-000.249	000.000	-000.561	-000.510	000.250	
-000.249	000.000	-000.563	-000.561	000.309	
-000.249	000.000	-000.565	-000.543	000.422	
-000.249	000.000	-000.567	-000.543	000.332	
-000.249	000.000	-000.569	-000.465	000.326	
-000.249	000.000	-000.570	-000.401	000.313	
-000.249	000.000	-000.572	-000.379	000.318	
-000.249	000.000	-000.573	-000.429	000.340	
-000.249	000.000	-000.572	-000.549	000.358	
-000.249	000.000	-000.572	-000.639	000.333	
-000.249	000.000	-000.571	-000.646	000.347	
-000.249	000.000	-000.571	-000.598	000.366	
